sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	gene_burden_rank	variant_count	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000240303	ACAD11	450	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000151498	ACAD8	451	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000177646	ACAD9	210	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000115361	ACADL	211	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000117054	ACADM	82	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000122971	ACADS	83	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000196177	ACADSB	212	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000072778	ACADVL	452	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000075239	ACAT1	213	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000110455	ACCS	36	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000131473	ACLY	214	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000100412	ACO2	215	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000102794	ACOD1	84	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000162390	ACOT11	85	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000112304	ACOT13	453	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000119673	ACOT2	216	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000097021	ACOT7	454	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000123130	ACOT9	455	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000162836	ACP6	86	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000167107	ACSF2	456	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000176715	ACSF3	3	9	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000151726	ACSL1	87	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000164398	ACSL6	457	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000166743	ACSM1	88	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000183747	ACSM2A	89	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000066813	ACSM2B	37	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000005187	ACSM3	217	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000215009	ACSM4	458	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000183549	ACSM5	459	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000154930	ACSS1	460	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000111058	ACSS3	218	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000063761	ADCK1	461	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000133597	ADCK2	90	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000173137|ENSG00000285451	ADCK5	462	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000143199	ADCY10	91	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000147576	ADHFE1	219	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000135537	AFG1L	220	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000141385	AFG3L2	92	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000006530|ENSG00000262327	AGK	463	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000116771	AGMAT	38	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000026652	AGPAT4	464	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000155189|ENSG00000284980	AGPAT5	465	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000172482	AGXT	39	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000113492	AGXT2	6	6	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000168710	AHCYL1	466	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000156709	AIFM1	467	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000042286	AIFM2	468	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000183773	AIFM3	93	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000004455	AK2	469	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000147853	AK3	470	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000162433	AK4	94	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000121057	AKAP1	40	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000108599	AKAP10	471	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000198074	AKR1B10	41	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000053371	AKR7A2	472	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000023330	ALAS1	473	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000158578	ALAS2	474	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000059573	ALDH18A1	475	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000137124	ALDH1B1	42	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000144908	ALDH1L1	7	6	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000136010	ALDH1L2	95	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000111275	ALDH2	476	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000072210	ALDH3A2	221	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000159423	ALDH4A1	21	4	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000112294	ALDH5A1	477	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000119711	ALDH6A1	478	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000164904	ALDH7A1	479	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000143149	ALDH9A1	96	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000100601	ALKBH1	480	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000125652	ALKBH7	481	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000242110	AMACR	97	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000145020	AMT	222	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000174606	ANGEL2	482	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000103254	ANTKMT	223	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000100823	APEX1	483	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000184831	APOO	484	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000155008	APOOL	485	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000004059	ARF5	486	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000081181	ARG2	487	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000213465	ARL2	224	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000170632|ENSG00000282813	ARMC10	488	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000126947	ARMCX1	489	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000184867	ARMCX2	225	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000102401	ARMCX3	490	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000198960	ARMCX6	491	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000138138|ENSG00000283024	ATAD1	492	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000197785	ATAD3A	226	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000160072	ATAD3B	493	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000166896|ENSG00000262145	ATP23	494	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000152234	ATP5F1A	495	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000110955	ATP5F1B	496	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000165629	ATP5F1C	497	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000099624	ATP5F1D	498	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000124172	ATP5F1E	499	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000130770|ENSG00000285390	ATP5IF1	500	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000159199	ATP5MC1	501	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000135390	ATP5MC2	502	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000154518	ATP5MC3	503	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000173915	ATP5MD	504	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000169020	ATP5ME	505	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000241468	ATP5MF	506	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000248919	ATP5MF-PTCD1	507	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000167283	ATP5MG	508	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000156411	ATP5MPL	509	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000116459	ATP5PB	510	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000167863	ATP5PD	511	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000154723	ATP5PF	512	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000241837	ATP5PO	227	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000123472	ATPAF1	513	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000171953	ATPAF2	514	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000150756	ATPSCKMT	98	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000148090	AUH	515	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000175756	AURKAIP1	516	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000002330	BAD	228	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000030110	BAK1	517	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000087088	BAX	518	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000105327	BBC3	519	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000105552	BCAT2	229	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000248098	BCKDHA	520	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000083123	BCKDHB	521	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000103507	BCKDK	230	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000171791	BCL2	231	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000140379	BCL2A1	99	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000171552	BCL2L1	522	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000137875	BCL2L10	232	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000153094	BCL2L11	233	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000099968	BCL2L13	100	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000129473	BCL2L2	234	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000197580	BCO2	101	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000074582	BCS1L	523	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000161267|ENSG00000275544	BDH1	524	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000015475	BID	525	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000100290	BIK	526	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000135441	BLOC1S1	527	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000176171	BNIP3	528	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000104765	BNIP3L	529	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000176720	BOK	530	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000178096	BOLA1	531	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000163170	BOLA3	532	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000137274	BPHL	533	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000130921	C12orf65	235	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000166920	C15orf48	534	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000189227	C15orf61	535	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000174109	C16orf91	536	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000108561	C1QBP	537	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000178074	C2orf69	236	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000174928	C3orf33	237	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000164241	C5orf63	538	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000204564|ENSG00000206487|ENSG00000224120|ENSG00000233164|ENSG00000233641|ENSG00000237012|ENSG00000237100	C6orf136	539	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000213563	C8orf82	238	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000174990	CA5A	102	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000169239	CA5B	540	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
